85800000000,0.03125,0.003109
600000000,900000000,0.01965,0.002617,3.815e-05
900000000,1200000000,0.02051,0.002502,3.719e-05
1200000000,1500000000,0.01846,0.0025670000000000003,3.719e-05
1500000000,1800000000,0.019530000000000002,0.002407,3.719e-05
1800000000,2100000000,0.0188,0.002525,3.719e-05
2100000000,2400000000,0.01993,0.002621,3.719e-05
2400000000,2700000000,0.0206,0.002598,3.719e-05
2700000000,3000000000,0.0213,0.0025329999999999997,3.719e-05
3000000000,3300000000,0.019809999999999998,0.002583,3.719e-05
3300000000,3600000000,0.0224,0.002579,3.815e-05
3600000000,3900000000,0.02277,0.002487,3.719e-05
3900000000,4200000000,0.02161,0.00259,3.719e-05
4200000000,4500000000,0.02316,0.00259,3.719e-05
4500000000,4800000000,0.02383,0.002571,3.719e-05
4800000000,5100000000,0.02182,0.002445,3.719e-05
5100000000,5400000000,0.02051,0.002472,3.719e-05
5400000000,5700000000,0.0209,0.0026320000000000002,3.719e-05
5700000000,6000000000,0.020319999999999998,0.002651,3.719e-05
6000000000,6300000000,0.02011,0.002651,3.719e-05
6300000000,6600000000,0.021580000000000002,0.002407,3.815e-05
6600000000,6900000000,0.02118,0.002621,3.719e-05
6900000000,7200000000,0.02194,0.002647,3.719e-05
7200000000,7500000000,0.02048,0.002529,3.719e-05
7500000000,7800000000,0.021509999999999998,0.002636,3.719e-05
7800000000,8100000000,0.0228,0.002602,3.719e-05
8100000000,8400000000,0.02118,0.002663,3.719e-05
8400000000,8700000000,0.020659999999999998,0.002686,3.815e-05
8700000000,9000000000,0.020659999999999998,0.002644,3.815e-05
9000000000,9300000000,0.019469999999999998,0.0026550000000000002,3.719e-05
9300000000,9600000000,0.02069,0.002651,3.815e-05
9600000000,9900000000,0.02023,0.002529,3.719e-05
9900000000,10200000000,0.02072,0.00267,3.719e-05
10200000000,10500000000,0.0188,0.0026089999999999998,3.719e-05
10500000000,10800000000,0.0202,0.0026320000000000002,3.719e-05
10800000000,11100000000,0.02002,0.002605,3.719e-05
11100000000,11400000000,0.01971,0.002579,3.719e-05
11400000000,11700000000,0.01965,0.002579,3.815e-05
11700000000,12000000000,0.019469999999999998,0.002434,3.815e-05
12000000000,12300000000,0.02036,0.002621,3.815e-05
12300000000,12600000000,0.01993,0.002457,3.719e-05
12600000000,12900000000,0.020630000000000003,0.00243,3.719e-05
12900000000,13200000000,0.0213,0.00256,3.719e-05
13200000000,13500000000,0.02179,0.0025329999999999997,3.815e-05
13500000000,13800000000,0.02078,0.0024760000000000003,3.719e-05
13800000000,14100000000,0.020319999999999998,0.002415,3.719e-05
14100000000,14400000000,0.01968,0.002247,3.815e-05
14400000000,14700000000,0.018430000000000002,0.0023190000000000003,3.815e-05
14700000000,15000000000,0.018369999999999997,0.002316,3.815e-05
15000000000,15300000000,0.01941,0.0023079999999999997,3.719e-05
15300000000,15600000000,0.018680000000000002,0.0023079999999999997,3.719e-05
15600000000,15900000000,0.01794,0.0022890000000000002,3.815e-05
15900000000,16200000000,0.01917,0.002132,3.719e-05
16200000000,16500000000,0.01715,0.002247,3.719e-05
16500000000,16800000000,0.01697,0.002239,3.719e-05
16800000000,17100000000,0.01624,0.002224,3.815e-05
